cell_type,marker,importance
pulmonary alveolar type 2 cell,TTN,52.90568726
pulmonary alveolar type 2 cell,ACSL4,52.58007715
pulmonary alveolar type 2 cell,ZDHHC3,51.89687567
pulmonary alveolar type 2 cell,HP,50.74414806
pulmonary alveolar type 2 cell,PID1,50.72238486
pulmonary alveolar type 2 cell,AQP1,50.4016863
pulmonary alveolar type 2 cell,HSD17B4,50.13718776
pulmonary alveolar type 2 cell,SNX25,49.08913599
pulmonary alveolar type 2 cell,PEBP1,48.32309785
pulmonary alveolar type 2 cell,FGG,44.75959497
pulmonary alveolar type 2 cell,C1orf21,43.95970096
pulmonary alveolar type 2 cell,SPTSSA,43.68248064
pulmonary alveolar type 2 cell,IDI1,42.85794817
pulmonary alveolar type 2 cell,CXCL17,41.96268323
pulmonary alveolar type 2 cell,AKAP13,40.91512723
pulmonary alveolar type 2 cell,BTG1,40.53395144
pulmonary alveolar type 2 cell,FMO5,39.93806595
pulmonary alveolar type 2 cell,FDPS,39.83889958
pulmonary alveolar type 2 cell,RAB27A,39.53560329
pulmonary alveolar type 2 cell,TMSB4X,38.0945876
pulmonary alveolar type 2 cell,ASAH1,37.39538837
pulmonary alveolar type 2 cell,BLVRB,37.33411124
pulmonary alveolar type 2 cell,FLRT3,37.04817982
pulmonary alveolar type 2 cell,SECISBP2L,35.95282869
pulmonary alveolar type 2 cell,CDK2AP2,35.88103551
pulmonary alveolar type 2 cell,RBPMS-AS1,35.85737557
pulmonary alveolar type 2 cell,TSC22D1,35.70495722
pulmonary alveolar type 2 cell,MRPL14,35.4426394
pulmonary alveolar type 2 cell,CHCHD7,34.32413165
pulmonary alveolar type 2 cell,STC1,34.07293054
pulmonary alveolar type 2 cell,ADI1,33.09441665
pulmonary alveolar type 2 cell,ATP6V0E1,32.94655792
pulmonary alveolar type 2 cell,NTN4,32.6280446
pulmonary alveolar type 2 cell,LDHA,31.6929243
pulmonary alveolar type 2 cell,TIFA,31.41790593
pulmonary alveolar type 2 cell,GEM,31.36927919
pulmonary alveolar type 2 cell,SAT2,31.18031757
pulmonary alveolar type 2 cell,STEAP4,30.83439531
pulmonary alveolar type 2 cell,SLC25A5,30.56913726
pulmonary alveolar type 2 cell,TMEM41A,30.38540111
pulmonary alveolar type 2 cell,POLR2C,30.38414171
pulmonary alveolar type 2 cell,IFITM2,30.32575044
pulmonary alveolar type 2 cell,LTA4H,30.16484244
pulmonary alveolar type 2 cell,TPD52L1,29.73645798
pulmonary alveolar type 2 cell,ZFP36,29.43030683
pulmonary alveolar type 2 cell,ENO1,29.29168918
pulmonary alveolar type 2 cell,SCP2,28.35026463
pulmonary alveolar type 2 cell,CKS2,27.27175102
pulmonary alveolar type 2 cell,HLA-DMB,26.91093947
pulmonary alveolar type 2 cell,CYP51A1,26.65569155
pulmonary alveolar type 2 cell,CHP1,26.06561739
pulmonary alveolar type 2 cell,CREB3L1,25.74043429
pulmonary alveolar type 2 cell,GSPT1,25.03708465
pulmonary alveolar type 2 cell,CD83,24.90142914
pulmonary alveolar type 2 cell,BRI3,23.93482812
pulmonary alveolar type 2 cell,HMGCS1,23.40310268
pulmonary alveolar type 2 cell,PTP4A3,21.75194584
pulmonary alveolar type 2 cell,SOCS3,21.25882329
pulmonary alveolar type 2 cell,SERPINB1,21.04721634
pulmonary alveolar type 2 cell,AZGP1,20.27293201
pulmonary alveolar type 2 cell,PNRC1,20.20644955
pulmonary alveolar type 2 cell,SOD2,18.92398959
pulmonary alveolar type 2 cell,XBP1,18.87463324
pulmonary alveolar type 2 cell,GADD45G,17.82977203
pulmonary alveolar type 2 cell,CSF3,16.3341839
pulmonary alveolar type 2 cell,NFKBIZ,15.19994296
pulmonary alveolar type 2 cell,TXNIP,13.51172521
pulmonary alveolar type 2 cell,CXCL3,13.37332592
pulmonary alveolar type 2 cell,PLIN2,12.37247807
pulmonary alveolar type 2 cell,SEC61G,11.23854896
pulmonary alveolar type 2 cell,MED24,9.551590772
signaling alveolar epithelium type 2,SFTPC,Inf
signaling alveolar epithelium type 2,SFTPA2,Inf
signaling alveolar epithelium type 2,SFTPA1,Inf
signaling alveolar epithelium type 2,NAPSA,280.2843837
signaling alveolar epithelium type 2,NPC2,251.7039557
signaling alveolar epithelium type 2,SFTPD,241.0691376
signaling alveolar epithelium type 2,PGC,220.3060363
signaling alveolar epithelium type 2,AK1,210.6654479
signaling alveolar epithelium type 2,SLC34A2,204.4924789
signaling alveolar epithelium type 2,LRRK2,203.1307768
signaling alveolar epithelium type 2,FTL,198.2900691
signaling alveolar epithelium type 2,SFTA2,189.0626797
signaling alveolar epithelium type 2,MUC1,187.3936055
signaling alveolar epithelium type 2,ABCA3,184.1884034
signaling alveolar epithelium type 2,LAMP3,181.1253391
signaling alveolar epithelium type 2,DBI,170.4333013
signaling alveolar epithelium type 2,SFTPB,163.6132478
signaling alveolar epithelium type 2,LPCAT1,143.8833514
signaling alveolar epithelium type 2,FASN,126.4146538
signaling alveolar epithelium type 2,MALL,120.9330507
signaling alveolar epithelium type 2,FGGY,111.921129
signaling alveolar epithelium type 2,SCD,110.2349635
signaling alveolar epithelium type 2,PEBP4,109.2512053
signaling alveolar epithelium type 2,FABP5,107.5387419
signaling alveolar epithelium type 2,DCXR,105.6160464
signaling alveolar epithelium type 2,CTSH,102.9618379
signaling alveolar epithelium type 2,PLA2G1B,99.70172707
signaling alveolar epithelium type 2,HLA-DPB1,91.82854438
signaling alveolar epithelium type 2,LGALSL,90.00319355
signaling alveolar epithelium type 2,CHIAP2,88.41074023
signaling alveolar epithelium type 2,NRGN,85.26464966
signaling alveolar epithelium type 2,CACNA2D2,84.56992615
signaling alveolar epithelium type 2,SFTA3,84.37035382
signaling alveolar epithelium type 2,TMSB4X,83.33969027
signaling alveolar epithelium type 2,ETV5,82.94188151
signaling alveolar epithelium type 2,SELENBP1,81.59291085
signaling alveolar epithelium type 2,DRAM1,80.9476722
signaling alveolar epithelium type 2,CA2,79.84869524
signaling alveolar epithelium type 2,CD74,79.68836897
signaling alveolar epithelium type 2,LRRC36,79.08876598
signaling alveolar epithelium type 2,ALPL,78.08117482
signaling alveolar epithelium type 2,PMM1,76.23795929
signaling alveolar epithelium type 2,SAT2,75.94438872
signaling alveolar epithelium type 2,C16orf89,70.17193107
signaling alveolar epithelium type 2,C2,69.49915486
signaling alveolar epithelium type 2,C8orf4,69.40429644
signaling alveolar epithelium type 2,MLPH,69.19945199
signaling alveolar epithelium type 2,CLDN18,67.05458251
signaling alveolar epithelium type 2,SLC22A31,66.08399071
signaling alveolar epithelium type 2,C11orf96,65.75218597
signaling alveolar epithelium type 2,DUOX1,65.24103814
signaling alveolar epithelium type 2,HLA-DPA1,63.43097918
signaling alveolar epithelium type 2,HYI,61.62221289
signaling alveolar epithelium type 2,PCBD1,60.75507633
signaling alveolar epithelium type 2,MTUS1,60.2721995
signaling alveolar epithelium type 2,PARM1,60.05007986
signaling alveolar epithelium type 2,RNASE1,59.64738606
signaling alveolar epithelium type 2,MID1IP1,59.53156326
signaling alveolar epithelium type 2,BRI3,59.19034659
signaling alveolar epithelium type 2,C3,58.63485878
signaling alveolar epithelium type 2,PXMP4,58.53706728
signaling alveolar epithelium type 2,PLD3,56.9327097
signaling alveolar epithelium type 2,C14orf1,56.69427202
signaling alveolar epithelium type 2,C4BPA,56.32063528
signaling alveolar epithelium type 2,QSOX1,55.90818211
signaling alveolar epithelium type 2,EDNRB,55.26952792
signaling alveolar epithelium type 2,SECISBP2L,55.26763411
signaling alveolar epithelium type 2,HLA-DRA,54.93284568
signaling alveolar epithelium type 2,CKS2,54.92069743
signaling alveolar epithelium type 2,SMAGP,54.70944587
signaling alveolar epithelium type 2,ATP6V0E1,54.29229396
signaling alveolar epithelium type 2,NNMT,53.37448455
signaling alveolar epithelium type 2,TMEM141,52.00742031
signaling alveolar epithelium type 2,KIF22,51.88717572
signaling alveolar epithelium type 2,CD81,51.55529484
signaling alveolar epithelium type 2,BLVRB,51.43316426
signaling alveolar epithelium type 2,AQP1,50.79050079
signaling alveolar epithelium type 2,ETV1,50.7670824
signaling alveolar epithelium type 2,SNX30,50.21601182
signaling alveolar epithelium type 2,FGFR2,50.1848924
signaling alveolar epithelium type 2,LHFPL3-AS2,50.04643919
signaling alveolar epithelium type 2,LGI3,49.69147382
signaling alveolar epithelium type 2,MTRR,48.53106017
signaling alveolar epithelium type 2,CCDC141,48.17703398
signaling alveolar epithelium type 2,NECAB1,47.95886042
signaling alveolar epithelium type 2,PLCXD1,47.9471016
signaling alveolar epithelium type 2,COX14,47.90817758
signaling alveolar epithelium type 2,DHCR24,46.85373232
signaling alveolar epithelium type 2,SNX25,46.84734712
signaling alveolar epithelium type 2,FNIP2,46.71693469
signaling alveolar epithelium type 2,TMEM243,46.70200325
signaling alveolar epithelium type 2,STRA13,46.51724879
signaling alveolar epithelium type 2,HHIP-AS1,46.16337454
signaling alveolar epithelium type 2,ZNF385B,45.96592505
signaling alveolar epithelium type 2,CRTAC1,45.95699875
signaling alveolar epithelium type 2,CDK2AP2,45.80909859
signaling alveolar epithelium type 2,TTN,45.71253234
signaling alveolar epithelium type 2,CHI3L2,44.95693175
signaling alveolar epithelium type 2,AKAP13,44.93913012
signaling alveolar epithelium type 2,C1orf21,44.92556488
signaling alveolar epithelium type 2,RGS16,44.37090126
signaling alveolar epithelium type 2,RASGRF1,44.06319916
signaling alveolar epithelium type 2,CSF3R,44.04110037
signaling alveolar epithelium type 2,FBP1,44.00469415
signaling alveolar epithelium type 2,QDPR,43.96532656
signaling alveolar epithelium type 2,HOPX,43.76111554
signaling alveolar epithelium type 2,PTPN13,43.32955013
signaling alveolar epithelium type 2,CHP1,43.17774841
signaling alveolar epithelium type 2,AHCYL2,43.1422481
signaling alveolar epithelium type 2,ZDHHC3,43.04917075
signaling alveolar epithelium type 2,PID1,43.02993137
signaling alveolar epithelium type 2,MFSD2A,42.68159215
signaling alveolar epithelium type 2,SELM,42.65822766
signaling alveolar epithelium type 2,TXNDC17,42.49500114
signaling alveolar epithelium type 2,WIF1,41.53330964
signaling alveolar epithelium type 2,CDKL2,41.4970037
signaling alveolar epithelium type 2,TMEM125,41.09813105
signaling alveolar epithelium type 2,HIST1H2BK,40.7190788
signaling alveolar epithelium type 2,HAGLR,40.49520359
signaling alveolar epithelium type 2,KCNJ15,40.39141229
signaling alveolar epithelium type 2,NTN4,40.3737279
signaling alveolar epithelium type 2,AGPAT2,40.05965516
signaling alveolar epithelium type 2,CYB5A,39.81860685
signaling alveolar epithelium type 2,ODC1,39.77125658
signaling alveolar epithelium type 2,HLA-DRB1,39.65644081
signaling alveolar epithelium type 2,APOC1,39.55411608
signaling alveolar epithelium type 2,KIAA1324L,39.28223789
signaling alveolar epithelium type 2,RNA45S5,39.10260143
signaling alveolar epithelium type 2,IGFBP4,38.78734301
signaling alveolar epithelium type 2,PPP2R5A,38.62872744
signaling alveolar epithelium type 2,KCNJ8,38.10996721
signaling alveolar epithelium type 2,CD44,38.07099046
signaling alveolar epithelium type 2,GOLT1A,37.73369208
signaling alveolar epithelium type 2,TFPI,36.79555107
signaling alveolar epithelium type 2,PHPT1,36.76504107
signaling alveolar epithelium type 2,NECAB3,35.78731323
signaling alveolar epithelium type 2,MSMO1,35.69809727
signaling alveolar epithelium type 2,CPB2,35.39298326
signaling alveolar epithelium type 2,PLA2G4F,35.09473091
signaling alveolar epithelium type 2,LOC100652999,34.42178263
signaling alveolar epithelium type 2,CEBPA,32.83294568
signaling alveolar epithelium type 2,S100A14,32.71324262
signaling alveolar epithelium type 2,BMP2,32.61607374
signaling alveolar epithelium type 2,GKN2,32.43141576
signaling alveolar epithelium type 2,PRKCQ-AS1,32.32816284
signaling alveolar epithelium type 2,ACSL4,32.09773189
signaling alveolar epithelium type 2,LANCL1-AS1,32.08176151
signaling alveolar epithelium type 2,C5orf38,31.95256187
signaling alveolar epithelium type 2,NUPR1,31.92068761
signaling alveolar epithelium type 2,MRPL14,31.69336472
signaling alveolar epithelium type 2,PRODH,31.41418837
signaling alveolar epithelium type 2,SCTR,31.36927644
signaling alveolar epithelium type 2,CAT,31.22735995
signaling alveolar epithelium type 2,CISH,31.18532474
signaling alveolar epithelium type 2,LGMN,31.16548161
signaling alveolar epithelium type 2,HLA-DMA,30.54322775
signaling alveolar epithelium type 2,HAS3,30.52933683
signaling alveolar epithelium type 2,MSN,30.52401643
signaling alveolar epithelium type 2,ACADL,30.28388123
signaling alveolar epithelium type 2,CREB3L1,30.20107372
signaling alveolar epithelium type 2,LMO3,29.27398489
signaling alveolar epithelium type 2,CPM,29.10208957
signaling alveolar epithelium type 2,CXCL17,27.8473577
signaling alveolar epithelium type 2,XIST,27.57617644
signaling alveolar epithelium type 2,TMEM163,27.09086487
signaling alveolar epithelium type 2,ROS1,26.5382065
signaling alveolar epithelium type 2,EP300-AS1,26.15181695
signaling alveolar epithelium type 2,PCDH9,25.68741892
signaling alveolar epithelium type 2,CD36,25.6806196
signaling alveolar epithelium type 2,SLC6A14,25.46730093
signaling alveolar epithelium type 2,B3GNT8,25.39154462
signaling alveolar epithelium type 2,GADD45B,24.70301067
signaling alveolar epithelium type 2,RFTN1,24.36178252
signaling alveolar epithelium type 2,IFITM2,24.33729197
signaling alveolar epithelium type 2,ATP8A1,24.2819687
signaling alveolar epithelium type 2,ATP11A,24.27253087
signaling alveolar epithelium type 2,SLC46A2,24.26492764
signaling alveolar epithelium type 2,SERPINA1,24.0689888
signaling alveolar epithelium type 2,GSTA4,23.988748
signaling alveolar epithelium type 2,HLA-DRB5,23.78132501
signaling alveolar epithelium type 2,CITED2,23.78005688
signaling alveolar epithelium type 2,HLA-DRB6,23.742682
signaling alveolar epithelium type 2,DMBT1,23.43502806
signaling alveolar epithelium type 2,TXNIP,22.33441771
signaling alveolar epithelium type 2,GEM,22.05040832
signaling alveolar epithelium type 2,CEBPD,21.49950005
signaling alveolar epithelium type 2,NINJ2,21.19815989
signaling alveolar epithelium type 2,SEPP1,21.10520701
signaling alveolar epithelium type 2,DUSP6,20.96769588
signaling alveolar epithelium type 2,CXCL2,20.34774224
signaling alveolar epithelium type 2,LPL,20.10082672
signaling alveolar epithelium type 2,EPHX1,19.93220213
signaling alveolar epithelium type 2,GAS5,19.17011291
signaling alveolar epithelium type 2,STEAP4,18.43969733
signaling alveolar epithelium type 2,DLC1,17.75834042
signaling alveolar epithelium type 2,HHIP,17.17700452
signaling alveolar epithelium type 2,P3H2,16.45508171
signaling alveolar epithelium type 2,MBIP,16.06683536
signaling alveolar epithelium type 2,RND1,13.22110071
signaling alveolar epithelium type 2,FGG,10.83273249
signaling alveolar epithelium type 2,AZGP1,9.188343107
signaling alveolar epithelium type 2,HLA-DPB11,44.8687593
signaling alveolar epithelium type 2,SLC22A31,43.26625632
signaling alveolar epithelium type 2,PEBP4,40.70605182
signaling alveolar epithelium type 2,SFTPD,40.11321971
signaling alveolar epithelium type 2,SCGB3A2,37.5823024
signaling alveolar epithelium type 2,CLDN18,36.32466203
signaling alveolar epithelium type 2,SLPI,36.08516028
signaling alveolar epithelium type 2,PXMP4,32.65346367
signaling alveolar epithelium type 2,PGC,32.04254135
signaling alveolar epithelium type 2,KIAA1324,31.71601718
signaling alveolar epithelium type 2,SFTPA2,31.37172282
signaling alveolar epithelium type 2,HSD17B6,30.73725108
signaling alveolar epithelium type 2,SUSD2,29.86691291
signaling alveolar epithelium type 2,SHC3,29.55324878
signaling alveolar epithelium type 2,SLC22A3,29.55040229
signaling alveolar epithelium type 2,GSTA4,29.29764257
signaling alveolar epithelium type 2,SFTPA1,29.15725793
signaling alveolar epithelium type 2,LRRK2,29.07313475
signaling alveolar epithelium type 2,HLA-DRB31,27.76080801
signaling alveolar epithelium type 2,SELENOP,27.45513686
signaling alveolar epithelium type 2,HLA-DQB11,27.44797003
signaling alveolar epithelium type 2,SECISBP2L,27.43703539
signaling alveolar epithelium type 2,AC008268.1,27.07495316
signaling alveolar epithelium type 2,HLA-A,26.90201702
signaling alveolar epithelium type 2,CIT,26.06756211
signaling alveolar epithelium type 2,HLA-DRA1,25.85733973
signaling alveolar epithelium type 2,SFTPB,25.77376853
signaling alveolar epithelium type 2,NPC2,25.38087909
signaling alveolar epithelium type 2,CYP2B7P,25.17357112
signaling alveolar epithelium type 2,AC005912.1,24.56973527
signaling alveolar epithelium type 2,SFTA3,24.29379602
signaling alveolar epithelium type 2,MUC1,24.10530304
signaling alveolar epithelium type 2,RPS29,24.01863844
signaling alveolar epithelium type 2,C16orf89,23.89578758
signaling alveolar epithelium type 2,AKAP13,23.89225429
signaling alveolar epithelium type 2,RPS28P7,23.8272945
signaling alveolar epithelium type 2,RPS27,23.54252015
signaling alveolar epithelium type 2,CACNA2D2,23.49762957
signaling alveolar epithelium type 2,AL450405.1,23.25440807
signaling alveolar epithelium type 2,NECAB3,22.73493335
signaling alveolar epithelium type 2,PTPN13,22.66405579
signaling alveolar epithelium type 2,HLA-DMA1,22.64899785
signaling alveolar epithelium type 2,CPM,22.55430676
signaling alveolar epithelium type 2,NKX2-1,21.78744765
signaling alveolar epithelium type 2,RPL37A,21.67319149
signaling alveolar epithelium type 2,PMM1,21.65815708
signaling alveolar epithelium type 2,TFCP2L1,21.37173959
signaling alveolar epithelium type 2,SFTA1P,21.31544245
signaling alveolar epithelium type 2,RGS16,20.84826477
signaling alveolar epithelium type 2,RNASE1,20.72033591
signaling alveolar epithelium type 2,HMGCS2,20.42836534
signaling alveolar epithelium type 2,SLC39A8,20.4134548
signaling alveolar epithelium type 2,RPL37,20.10681411
signaling alveolar epithelium type 2,MBIP,19.96095059
signaling alveolar epithelium type 2,TMSB4XP8,19.90229089
signaling alveolar epithelium type 2,FABP5P7,19.65446538
signaling alveolar epithelium type 2,IMPA2,19.25663368
signaling alveolar epithelium type 2,AFF3,19.25395181
signaling alveolar epithelium type 2,AC092071.1,19.06343344
signaling alveolar epithelium type 2,AQP4,18.8976956
signaling alveolar epithelium type 2,RPL31,18.76181064
signaling alveolar epithelium type 2,FBP1,18.68961934
signaling alveolar epithelium type 2,PIGR,18.54373763
signaling alveolar epithelium type 2,AC090498.1,18.25977359
signaling alveolar epithelium type 2,RPS19,18.05771647
signaling alveolar epithelium type 2,PRKCI,17.81155891
signaling alveolar epithelium type 2,SFTPC,17.69883479
signaling alveolar epithelium type 2,MAGI3,17.58289298
signaling alveolar epithelium type 2,RPL21P28,17.38679084
signaling alveolar epithelium type 2,SLC34A2,17.35349312
signaling alveolar epithelium type 2,AL162511.1,17.21778982
signaling alveolar epithelium type 2,LAMP3,17.1831631
signaling alveolar epithelium type 2,RPS23,17.18255873
signaling alveolar epithelium type 2,RPS28,17.17281873
signaling alveolar epithelium type 2,DPYSL2,17.10473209
signaling alveolar epithelium type 2,MTUS1,16.97513804
signaling alveolar epithelium type 2,CLIC5,16.79573668
signaling alveolar epithelium type 2,FABP5,16.75156401
signaling alveolar epithelium type 2,RPS21,16.6342541
signaling alveolar epithelium type 2,ARNT2,16.62648985
signaling alveolar epithelium type 2,CLIC3,16.59133693
signaling alveolar epithelium type 2,DLC1,16.56459094
signaling alveolar epithelium type 2,RPL11,16.56259542
signaling alveolar epithelium type 2,GKN2,15.99760858
signaling alveolar epithelium type 2,NINJ2,15.98496679
signaling alveolar epithelium type 2,HOPX,15.98054551
signaling alveolar epithelium type 2,CD74,15.9446904
signaling alveolar epithelium type 2,AC007969.1,15.94333192
